wing,color,tail,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,tail_high,tail_low,wing_high,wing_low,wing_rel,color_rel,tail_rel,color_high,color_low,participant_id,food_image_file,images_list,testing_categories
T,B,S,T_B_S.png,training,2,11,4,medium,tail,wing,color,C,S,T,N,H2,I2,L1,Y,B,181,4_food.png,"Resources/T_Y_S.png,Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png","medium,low,high,medium,medium,high,medium,low"
T,B,C,T_B_C.png,training,2,12,9,high,tail,wing,color,C,S,T,N,H2,I2,H1,Y,B,181,9_food.png,"Resources/T_Y_S.png,Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png","medium,low,high,medium,medium,high,medium,low"
T,Y,S,T_Y_S.png,training,2,13,5,medium,tail,wing,color,C,S,T,N,H2,I1,L1,Y,B,181,5_food.png,"Resources/T_Y_S.png,Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png","medium,low,high,medium,medium,high,medium,low"
T,Y,C,T_Y_C.png,training,2,14,7,high,tail,wing,color,C,S,T,N,H2,I1,H1,Y,B,181,7_food.png,"Resources/T_Y_S.png,Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png","medium,low,high,medium,medium,high,medium,low"
N,B,C,N_B_C.png,training,2,15,5,medium,tail,wing,color,C,S,T,N,L2,I2,H1,Y,B,181,5_food.png,"Resources/T_Y_S.png,Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png","medium,low,high,medium,medium,high,medium,low"
N,Y,S,N_Y_S.png,training,2,16,3,low,tail,wing,color,C,S,T,N,L2,I1,L1,Y,B,181,3_food.png,"Resources/T_Y_S.png,Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png","medium,low,high,medium,medium,high,medium,low"
T,Y,S,T_Y_S.png,training,3,17,5,medium,tail,wing,color,C,S,T,N,H2,I1,L1,Y,B,181,5_food.png,"Resources/T_Y_S.png,Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png","medium,low,high,medium,medium,high,medium,low"
N,Y,C,N_Y_C.png,training,3,18,6,medium,tail,wing,color,C,S,T,N,L2,I1,H1,Y,B,181,6_food.png,"Resources/T_Y_S.png,Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png","medium,low,high,medium,medium,high,medium,low"
N,B,S,N_B_S.png,training,3,19,5,low,tail,wing,color,C,S,T,N,L2,I2,L1,Y,B,181,5_food.png,"Resources/T_Y_S.png,Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png","medium,low,high,medium,medium,high,medium,low"
T,B,C,T_B_C.png,training,3,20,6,high,tail,wing,color,C,S,T,N,H2,I2,H1,Y,B,181,6_food.png,"Resources/T_Y_S.png,Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png","medium,low,high,medium,medium,high,medium,low"
N,B,C,N_B_C.png,training,3,21,3,medium,tail,wing,color,C,S,T,N,L2,I2,H1,Y,B,181,3_food.png,"Resources/T_Y_S.png,Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png","medium,low,high,medium,medium,high,medium,low"
N,Y,S,N_Y_S.png,training,3,22,2,low,tail,wing,color,C,S,T,N,L2,I1,L1,Y,B,181,2_food.png,"Resources/T_Y_S.png,Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png","medium,low,high,medium,medium,high,medium,low"
T,Y,C,T_Y_C.png,training,3,23,10,high,tail,wing,color,C,S,T,N,H2,I1,H1,Y,B,181,10_food.png,"Resources/T_Y_S.png,Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png","medium,low,high,medium,medium,high,medium,low"
T,B,S,T_B_S.png,training,3,24,3,medium,tail,wing,color,C,S,T,N,H2,I2,L1,Y,B,181,3_food.png,"Resources/T_Y_S.png,Resources/N_B_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png","medium,low,high,medium,medium,high,medium,low"
