wing,color,tail,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,tail_high,tail_low,wing_high,wing_low,wing_rel,color_rel,tail_rel,color_high,color_low,participant_id,food_image_file,images_list,testing_categories
N,B,C,N_B_C.png,training,2,11,3,medium,tail,wing,color,C,S,T,N,L2,I1,H1,Y,B,33,3_food.png,"Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png","medium,medium,high,low,low,high,medium,medium"
N,Y,C,N_Y_C.png,training,2,12,5,medium,tail,wing,color,C,S,T,N,L2,I2,H1,Y,B,33,5_food.png,"Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png","medium,medium,high,low,low,high,medium,medium"
T,Y,S,T_Y_S.png,training,2,13,5,medium,tail,wing,color,C,S,T,N,H2,I2,L1,Y,B,33,5_food.png,"Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png","medium,medium,high,low,low,high,medium,medium"
T,B,S,T_B_S.png,training,2,14,5,medium,tail,wing,color,C,S,T,N,H2,I1,L1,Y,B,33,5_food.png,"Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png","medium,medium,high,low,low,high,medium,medium"
T,Y,C,T_Y_C.png,training,2,15,6,high,tail,wing,color,C,S,T,N,H2,I2,H1,Y,B,33,6_food.png,"Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png","medium,medium,high,low,low,high,medium,medium"
T,B,C,T_B_C.png,training,2,16,5,high,tail,wing,color,C,S,T,N,H2,I1,H1,Y,B,33,5_food.png,"Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png","medium,medium,high,low,low,high,medium,medium"
T,B,S,T_B_S.png,training,3,17,4,medium,tail,wing,color,C,S,T,N,H2,I1,L1,Y,B,33,4_food.png,"Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png","medium,medium,high,low,low,high,medium,medium"
N,Y,S,N_Y_S.png,training,3,18,5,low,tail,wing,color,C,S,T,N,L2,I2,L1,Y,B,33,5_food.png,"Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png","medium,medium,high,low,low,high,medium,medium"
T,B,C,T_B_C.png,training,3,19,5,high,tail,wing,color,C,S,T,N,H2,I1,H1,Y,B,33,5_food.png,"Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png","medium,medium,high,low,low,high,medium,medium"
T,Y,C,T_Y_C.png,training,3,20,8,high,tail,wing,color,C,S,T,N,H2,I2,H1,Y,B,33,8_food.png,"Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png","medium,medium,high,low,low,high,medium,medium"
N,B,S,N_B_S.png,training,3,21,4,low,tail,wing,color,C,S,T,N,L2,I1,L1,Y,B,33,4_food.png,"Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png","medium,medium,high,low,low,high,medium,medium"
N,Y,C,N_Y_C.png,training,3,22,3,medium,tail,wing,color,C,S,T,N,L2,I2,H1,Y,B,33,3_food.png,"Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png","medium,medium,high,low,low,high,medium,medium"
T,Y,S,T_Y_S.png,training,3,23,7,medium,tail,wing,color,C,S,T,N,H2,I2,L1,Y,B,33,7_food.png,"Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png","medium,medium,high,low,low,high,medium,medium"
N,B,C,N_B_C.png,training,3,24,5,medium,tail,wing,color,C,S,T,N,L2,I1,H1,Y,B,33,5_food.png,"Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png","medium,medium,high,low,low,high,medium,medium"
